,Attr 4,Attr 5,Attr 6,Attr 7,Attr 8,Attr 9,Attr 10,Attr 11,Attr 12,Attr 4_BIN,Attr 5_BIN,Attr 6_BIN,Attr 7_BIN,Attr 8_BIN,Attr 9_BIN,Attr 10_BIN,Attr 11_BIN,Attr 12_BIN,Labels
11,1.232322689,3.65700491,2.045537072,-0.988884585,-0.472505599,0.104021224,0.89546482,0.568347843,826.0330393999999,1.19323682568,3.6914728834799995,1.9876825876800004,-0.96185727842,-0.41517308436,0.11856576400000003,0.8775436666399997,0.5217608463999999,737.3448400079999,X
12,0.721295268,4.144878602,2.00211529,-0.967718721,-0.773372724,-0.472505599,0.581759336,0.860887304,842.2175557,0.6675392500999999,4.0616091248,1.9876825876800004,-0.96185727842,-0.7769772820600003,-0.41517308436,0.6336044695799999,0.8775436666399997,737.3448400079999,X
13,-1.701980412,8.146370801,9.156838625,-2.014967321,-0.803181653,-0.773372724,0.104021224,0.89546482,-300.26537189999993,-1.6818322232799998,8.3765440834,9.059493287499999,-1.7777711806999994,-0.8216083811800001,-0.7769772820600003,0.11856576400000003,0.8775436666399997,-298.66461119599995,Z
14,-2.88904148,5.983770648999998,1.010967308,-1.211778256,-0.565783032,-0.803181653,-0.472505599,0.581759336,-542.4344617,-2.846823270960001,6.031858448600001,1.05400266876,-1.3375121307999998,-0.5305038977,-0.8216083811800001,-0.41517308436,0.6336044695799999,-577.213969362,Y
15,0.818304101,-1.4892270930000002,2.458837883,1.0525450790000002,-0.066865016,-0.565783032,-0.773372724,0.104021224,-114.0490358,0.77985944912,-1.4998574763,2.3606283902399996,1.1054437169199998,-0.020389253180000007,-0.5305038977,-0.7769772820600003,0.11856576400000003,-139.849213036,Z
16,1.199301925,-1.776914969,2.761725184,1.402231252,0.489822965,-0.066865016,-0.803181653,-0.472505599,342.2172913,1.19323682568,-1.7246441630800007,2.78167480958,1.363749327,0.5217608463999999,-0.020389253180000007,-0.8216083811800001,-0.41517308436,376.06581214600027,Y
17,0.5125018720000001,4.269415021,2.132984697,1.611415309,0.8509991140000001,0.489822965,-0.565783032,-0.773372724,231.6253582,0.5149636194399999,4.271888816540001,2.1619140753600004,1.8268703755800004,0.8775436666399997,0.5217608463999999,-0.5305038977,-0.7769772820600003,239.88517412600007,Y
18,0.422293891,-1.768439834,2.458060636,1.036517937,0.973592846,0.8509991140000001,-0.066865016,-0.803181653,-537.1037564,0.25848775547999997,-1.7246441630800007,2.3606283902399996,1.1054437169199998,0.9633438481399998,0.8775436666399997,-0.020389253180000007,-0.8216083811800001,-577.213969362,Z
19,-1.987908066,8.399440871,8.725311409,0.068467423,0.687864787,0.973592846,0.489822965,-0.565783032,382.8215805,-1.95006696154,8.3765440834,8.717401946099997,0.0007660345800000001,0.6336044695799999,0.9633438481399998,0.5217608463999999,-0.5305038977,376.06581214600027,X
20,-1.075120726,7.511973003,8.831605616000001,-0.096314681,0.194999216,0.687864787,0.8509991140000001,-0.066865016,-111.3026753,-1.02726168518,7.58321984174,8.717401946099997,-0.12495955793999998,0.25618945916,0.6336044695799999,0.8775436666399997,-0.020389253180000007,-139.849213036,X
21,0.906204149,-1.894549391,2.994983801,-0.170545378,-0.416926432,0.194999216,0.973592846,0.489822965,197.34572340000003,0.8737944419999998,-2.0479276162,2.95241298046,-0.12495955793999998,-0.41517308436,0.25618945916,0.9633438481399998,0.5217608463999999,186.70562273200005,Y
22,0.08690881800000001,4.553879908,1.414444459,-0.358389387,-0.749569405,-0.416926432,0.687864787,0.8509991140000001,-493.2450742,0.25848775547999997,4.50433250508,1.5117077013799998,-0.4532433393999999,-0.7769772820600003,-0.41517308436,0.6336044695799999,0.8775436666399997,-461.90655210599994,Z
23,-0.968601313,7.715956175,8.832363134,-0.642060538,-0.856340551,-0.749569405,0.194999216,0.973592846,610.9804528,-1.02726168518,7.793678854300002,8.717401946099997,-0.63545657364,-0.8651446633999998,-0.7769772820600003,0.25618945916,0.9633438481399998,582.3415829179999,X
24,-1.32999135,7.65629408,9.193769185,-0.44611396,-0.525517883,-0.856340551,-0.416926432,0.687864787,327.4036209,-1.4539102583600003,7.58321984174,9.267293757479997,-0.4532433393999999,-0.5305038977,-0.8651446633999998,-0.41517308436,0.6336044695799999,303.780513964,Y
25,-2.35120268,5.497054519,0.8379151840000001,-1.650177436,-0.064926871,-0.525517883,-0.749569405,0.194999216,263.3534917,-2.3272016281800005,5.608295262260001,0.7497243585999999,-1.7777711806999994,-0.020389253180000007,-0.5305038977,-0.7769772820600003,0.25618945916,239.88517412600007,Z
26,1.296389258,4.18014155,1.961880857,0.55952629,0.468553394,-0.064926871,-0.856340551,-0.416926432,-803.2541659,1.3353501592,4.271888816540001,1.9876825876800004,0.52007733798,0.5217608463999999,-0.020389253180000007,-0.8651446633999998,-0.41517308436,-943.1153801020004,Y
27,-0.116158125,-2.076977805,3.118279154,1.543075251,0.8999734429999999,0.468553394,-0.525517883,-0.749569405,-200.692766,0.25848775547999997,-2.0479276162,3.1327481984599994,1.8268703755800004,0.9160633092200001,0.5217608463999999,-0.5305038977,-0.7769772820600003,-212.41654965399997,X
28,-2.74031164,5.37422396,0.818140476,1.306844915,0.917790101,0.8999734429999999,-0.064926871,-0.856340551,-179.4455879,-2.846823270960001,5.2953366848200005,0.7497243585999999,1.363749327,0.9160633092200001,0.9160633092200001,-0.020389253180000007,-0.8651446633999998,-212.41654965399997,Y
29,-0.653696073,7.671372539,9.826127965,0.262559359,0.723575298,0.917790101,0.468553394,-0.525517883,-1178.199205,-0.7003827792799998,7.58321984174,9.842022214999997,0.2478392171,0.7393647070999999,0.9160633092200001,0.5217608463999999,-0.5305038977,-943.1153801020004,Y
30,-2.393528818,5.538833081,0.554407918,1.280051888,0.237343404,0.723575298,0.8999734429999999,-0.064926871,-343.0104707,-2.3272016281800005,5.608295262260001,0.5357299240200001,1.363749327,0.25618945916,0.7393647070999999,0.9160633092200001,-0.020389253180000007,-378.3070256660001,Z
31,1.969891996,-1.607227419,2.5183427430000003,-0.442695391,-0.314161678,0.237343404,0.917790101,0.468553394,390.8384537,1.61677151214,-1.7246441630800007,2.57535165372,-0.4532433393999999,-0.2907591710799999,0.25618945916,0.9160633092200001,0.5217608463999999,376.06581214600027,Y
32,-2.102789688,6.263421021,0.37641462,-0.233134198,-0.7780116420000001,-0.314161678,0.723575298,0.8999734429999999,21.5399382,-2.1301729622399996,6.322451596980001,0.33309894602000006,-0.26442240276,-0.7769772820600003,-0.2907591710799999,0.7393647070999999,0.9160633092200001,3.291842121019999,Z
33,-1.159112446,8.225875026,8.650481637,-0.511410761,-0.864866001,-0.7780116420000001,0.237343404,0.917790101,-434.4623326,-1.2264133597600002,8.3765440834,8.717401946099997,-0.4532433393999999,-0.8651446633999998,-0.7769772820600003,0.25618945916,0.9160633092200001,-461.90655210599994,Y
34,-2.213781064,6.262644768,0.289897823,0.333174796,-0.6459189329999999,-0.864866001,-0.314161678,0.723575298,786.8382792,-2.1301729622399996,6.322451596980001,0.33309894602000006,0.39206792046000005,-0.6338116026599999,-0.8651446633999998,-0.2907591710799999,0.7393647070999999,737.3448400079999,X
35,-2.433662703,6.177565526,0.533662194,0.419211302,-0.07897035,-0.6459189329999999,-0.7780116420000001,0.237343404,-907.7411319,-2.5339306094200005,6.322451596980001,0.5357299240200001,0.39206792046000005,-0.020389253180000007,-0.6338116026599999,-0.7769772820600003,0.25618945916,-943.1153801020004,Z
36,0.458235369,-0.598584078,2.96471861,1.169145818,0.421955944,-0.07897035,-0.864866001,-0.314161678,-1152.183908,0.5149636194399999,-0.91171460048,2.95241298046,1.1054437169199998,0.38355757958,-0.020389253180000007,-0.8651446633999998,-0.2907591710799999,-943.1153801020004,X
37,-1.438325817,8.344641515,8.594802703,0.680617661,0.788469506,0.421955944,-0.6459189329999999,-0.7780116420000001,-514.5879258,-1.4539102583600003,8.3765440834,8.717401946099997,0.6538456558,0.7393647070999999,0.38355757958,-0.6338116026599999,-0.7769772820600003,-461.90655210599994,Y
38,-1.236037142,7.820706603,9.78116111,1.094949399,0.896371881,0.788469506,-0.07897035,-0.864866001,174.652739,-1.2264133597600002,7.793678854300002,9.842022214999997,1.1054437169199998,0.8775436666399997,0.7393647070999999,-0.020389253180000007,-0.8651446633999998,186.70562273200005,Z
39,-2.029149751,5.275886667,0.274100199,1.068187972,0.74878414,0.896371881,0.421955944,-0.6459189329999999,-5.057284763999999,-1.95006696154,5.2953366848200005,0.33309894602000006,1.1054437169199998,0.7393647070999999,0.8775436666399997,0.38355757958,-0.6338116026599999,3.291842121019999,Z
40,1.08656252,-1.154740615,2.8477557,0.322907671,0.239065016,0.74878414,0.788469506,-0.07897035,-457.59062810000006,1.0779171222400001,-0.91171460048,2.78167480958,0.2478392171,0.25618945916,0.7393647070999999,0.7393647070999999,-0.020389253180000007,-461.90655210599994,Z
41,-1.560847329,6.615205167,1.073874615,0.091961359,-0.337733908,0.239065016,0.896371881,0.421955944,108.94189640000002,-1.4539102583600003,6.322451596980001,1.05400266876,0.12396973816000001,-0.2907591710799999,0.25618945916,0.8775436666399997,0.38355757958,126.611251172,Y
42,-2.8870820310000003,5.053029337,0.69621003,-0.361249211,-0.6704878710000001,-0.337733908,0.74878414,0.788469506,93.17651306,-2.846823270960001,5.2953366848200005,0.7497243585999999,-0.4532433393999999,-0.6338116026599999,-0.2907591710799999,0.7393647070999999,0.7393647070999999,126.611251172,X
43,1.407549,3.2801134610000005,2.527818962,-1.3802415680000002,-0.8363833420000001,-0.6704878710000001,0.239065016,0.896371881,1030.09148,1.3353501592,3.6914728834799995,2.57535165372,-1.3375121307999998,-0.8216083811800001,-0.6338116026599999,0.25618945916,0.8775436666399997,1035.081472388,Z
44,0.502717822,3.240118432,2.297795331,-0.459418203,-0.681395564,-0.8363833420000001,-0.337733908,0.74878414,-760.9645542999998,0.5149636194399999,3.6914728834799995,2.3606283902399996,-0.4532433393999999,-0.7142216584800001,-0.8216083811800001,-0.2907591710799999,0.7393647070999999,-715.5353417239999,X
45,1.025436393,-1.582015699,2.535023272,0.012924316000000002,-0.153509734,-0.681395564,-0.6704878710000001,0.239065016,157.3312684,1.0779171222400001,-1.4998574763,2.57535165372,0.0007660345800000001,-0.15185472870000002,-0.7142216584800001,-0.6338116026599999,0.25618945916,186.70562273200005,X
46,-0.68230612,7.898050518,9.186717619,-0.361275156,0.376085158,-0.153509734,-0.8363833420000001,-0.337733908,1000.99076,-0.7003827792799998,7.995357458820003,9.267293757479997,-0.4532433393999999,0.38355757958,-0.15185472870000002,-0.8216083811800001,-0.2907591710799999,1035.081472388,X
47,-0.596455757,7.524568799,9.153253779,0.366319345,0.812900657,0.376085158,-0.681395564,-0.6704878710000001,-158.4966325,-0.7003827792799998,7.58321984174,9.059493287499999,0.39206792046000005,0.8193647430600002,0.38355757958,-0.7142216584800001,-0.6338116026599999,-139.849213036,X
48,-1.043168765,7.862899707,9.16434477,1.338114954,0.959203079,0.812900657,-0.153509734,-0.8363833420000001,-266.63213219999994,-1.02726168518,7.793678854300002,9.059493287499999,1.363749327,0.9633438481399998,0.8193647430600002,-0.15185472870000002,-0.8216083811800001,-298.66461119599995,Z
49,-2.012004345,5.47974892,0.831653064,0.852782721,0.793718719,0.959203079,0.376085158,-0.681395564,392.0139357,-1.95006696154,5.2953366848200005,0.7497243585999999,0.7819372666400004,0.8193647430600002,0.9633438481399998,0.38355757958,-0.7142216584800001,376.06581214600027,Z
50,-0.956683828,6.803839718,8.898251456,0.204446345,0.34267033700000005,0.793718719,0.812900657,-0.153509734,411.6880319,-1.02726168518,7.251425385260002,8.717401946099997,0.2478392171,0.38355757958,0.8193647430600002,0.8193647430600002,-0.15185472870000002,376.06581214600027,Z
51,0.525539755,4.011516226,1.901315598,-0.3040454,-0.206082117,0.34267033700000005,0.959203079,0.376085158,-112.2749131,0.5149636194399999,4.0616091248,1.9876825876800004,-0.26442240276,-0.15185472870000002,0.38355757958,0.9633438481399998,0.38355757958,-139.849213036,Y
52,1.423076594,3.777424363,1.87063368,-0.974049273,-0.647046246,-0.206082117,0.793718719,0.812900657,-91.10745357,1.3353501592,3.6914728834799995,1.7841896430600002,-0.96185727842,-0.6338116026599999,-0.15185472870000002,0.8193647430600002,0.8193647430600002,-68.10720640760002,Y
53,-1.162159588,7.432913807,9.200093218,-0.719688311,-0.837513478,-0.647046246,0.34267033700000005,0.959203079,-308.7606289,-1.2264133597600002,7.251425385260002,9.267293757479997,-0.79514995528,-0.8216083811800001,-0.6338116026599999,0.38355757958,0.9633438481399998,-298.66461119599995,X
54,1.028448698,-1.394889967,3.808259994,-1.77920773,-0.7143938790000001,-0.837513478,-0.206082117,0.793718719,112.9926663,1.0779171222400001,-1.3081337560999997,3.4524877464,-1.7777711806999994,-0.7142216584800001,-0.8216083811800001,-0.15185472870000002,0.8193647430600002,126.611251172,Y
55,-2.038652175,5.69720674,0.606208025,0.3904098070000001,-0.25429803300000003,-0.7143938790000001,-0.647046246,0.34267033700000005,-288.5796786,-2.1301729622399996,5.608295262260001,0.5357299240200001,0.39206792046000005,-0.2907591710799999,-0.7142216584800001,-0.6338116026599999,0.38355757958,-298.66461119599995,X
56,-2.2748453630000003,6.023896066,1.319996879,-0.198834117,0.30407159,-0.25429803300000003,-0.837513478,-0.206082117,372.6365922,-2.3272016281800005,6.031858448600001,1.5117077013799998,-0.26442240276,0.25618945916,-0.2907591710799999,-0.8216083811800001,-0.15185472870000002,376.06581214600027,Y
57,-2.567472485,6.223288879,0.100595262,0.601944176,0.7936312940000001,0.30407159,-0.7143938790000001,-0.647046246,745.2932384,-2.5339306094200005,6.322451596980001,-0.004954343860000001,0.6538456558,0.8193647430600002,0.25618945916,-0.7142216584800001,-0.6338116026599999,737.3448400079999,Z
58,0.995441042,-0.966366081,2.753729544,-0.056788453,0.99503623,0.7936312940000001,-0.25429803300000003,-0.837513478,612.6194145,0.9699570289199998,-0.91171460048,2.78167480958,0.0007660345800000001,0.9633438481399998,0.8193647430600002,-0.2907591710799999,-0.8216083811800001,582.3415829179999,Z
59,-2.067648767,5.595733917,0.4887147220000001,-0.058059025,0.8039895290000001,0.99503623,0.30407159,-0.7143938790000001,-112.9735495,-2.1301729622399996,5.608295262260001,0.5357299240200001,0.0007660345800000001,0.8193647430600002,0.9633438481399998,0.25618945916,-0.7142216584800001,-139.849213036,Y
60,1.102798243,-1.6574313980000002,3.158965324,0.979015127,0.357373483,0.8039895290000001,0.7936312940000001,-0.25429803300000003,51.71738403,1.0779171222400001,-1.7246441630800007,3.1327481984599994,0.9261433095399998,0.38355757958,0.8193647430600002,0.8193647430600002,-0.2907591710799999,60.55861778219998,X
61,0.651072883,4.413593871000001,1.6989014880000002,0.081529744,-0.215233759,0.357373483,0.99503623,0.30407159,-171.918854,0.6675392500999999,4.50433250508,1.7841896430600002,0.12396973816000001,-0.2907591710799999,0.38355757958,0.9633438481399998,0.25618945916,-139.849213036,X
62,1.884171928,3.722041058,2.073570928,-1.084233067,-0.651299459,-0.215233759,0.8039895290000001,0.7936312940000001,235.6192164,1.61677151214,3.6914728834799995,1.9876825876800004,-1.1375013435199997,-0.6338116026599999,-0.2907591710799999,0.8193647430600002,0.8193647430600002,239.88517412600007,X
63,1.246843397,4.534423653999999,1.971948019,-1.4139951780000002,-0.8792098909999999,-0.651299459,0.357373483,0.99503623,64.27901308,1.19323682568,4.50433250508,1.9876825876800004,-1.3375121307999998,-0.8651446633999998,-0.6338116026599999,0.38355757958,0.9633438481399998,60.55861778219998,Y
64,-1.237251894,8.728266571,9.23126333,-0.70246997,-0.717461311,-0.8792098909999999,-0.215233759,0.8039895290000001,-368.867815,-1.2264133597600002,8.3765440834,9.267293757479997,-0.63545657364,-0.7142216584800001,-0.8651446633999998,-0.2907591710799999,0.8193647430600002,-378.3070256660001,Y
65,0.8149993000000001,4.792765356,2.138577513,-1.151231635,-0.293412318,-0.717461311,-0.651299459,0.357373483,-754.71695,0.77985944912,4.79727570964,2.1619140753600004,-1.1375013435199997,-0.2907591710799999,-0.7142216584800001,-0.6338116026599999,0.38355757958,-715.5353417239999,Y
66,0.595478569,-2.007384621,3.127186957,-0.28594052,0.29414276,-0.293412318,-0.8792098909999999,-0.215233759,578.6378987,0.6675392500999999,-2.0479276162,3.1327481984599994,-0.26442240276,0.25618945916,-0.2907591710799999,-0.8651446633999998,-0.2907591710799999,582.3415829179999,X
67,0.736007055,4.924684599,2.170029317,1.7798463269999998,0.69811658,0.29414276,-0.717461311,-0.651299459,-287.4176228,0.77985944912,4.79727570964,2.1619140753600004,1.8268703755800004,0.7393647070999999,0.25618945916,-0.7142216584800001,-0.6338116026599999,-298.66461119599995,Z
68,-1.653325024,7.424541265,9.402597822999999,1.213651724,0.953391077,0.69811658,-0.293412318,-0.8792098909999999,-355.2538605,-1.6818322232799998,7.251425385260002,9.491163191339998,1.363749327,0.9633438481399998,0.7393647070999999,-0.2907591710799999,-0.8651446633999998,-378.3070256660001,X
69,1.94125155,3.919585575,1.738020576,0.548477516,0.7925863940000001,0.953391077,0.29414276,-0.717461311,-890.3654075,1.61677151214,3.6914728834799995,1.7841896430600002,0.52007733798,0.8193647430600002,0.9633438481399998,0.25618945916,-0.7142216584800001,-943.1153801020004,Z
70,-1.407515026,7.7709106010000015,9.991034732000001,1.066158671,0.374580659,0.7925863940000001,0.69811658,-0.293412318,-74.25523424,-1.4539102583600003,7.793678854300002,9.842022214999997,1.1054437169199998,0.38355757958,0.8193647430600002,0.7393647070999999,-0.2907591710799999,-68.10720640760002,Z
71,0.8377702990000001,3.985932799,2.134454437,0.629391656,-0.149034089,0.374580659,0.953391077,0.29414276,126.451178,0.8737944419999998,4.0616091248,2.1619140753600004,0.6538456558,-0.15185472870000002,0.38355757958,0.9633438481399998,0.25618945916,126.611251172,Z
72,-1.810697683,7.193564604,9.85674111,-0.371838833,-0.600949037,-0.149034089,0.7925863940000001,0.69811658,741.3445866000002,-1.6818322232799998,7.251425385260002,9.842022214999997,-0.4532433393999999,-0.6338116026599999,-0.15185472870000002,0.8193647430600002,0.7393647070999999,737.3448400079999,X
73,-2.233325479,5.522531462000001,0.6135288760000001,-0.92477386,-0.796622645,-0.600949037,0.374580659,0.953391077,-28.85025549,-2.3272016281800005,5.608295262260001,0.5357299240200001,-0.96185727842,-0.7769772820600003,-0.6338116026599999,0.38355757958,0.9633438481399998,-68.10720640760002,Y
74,-1.906883624,5.4904492110000005,-0.217809391,-2.252674952,-0.7789615790000001,-0.796622645,-0.149034089,0.7925863940000001,-322.879025,-1.95006696154,5.608295262260001,-0.004954343860000001,-1.7777711806999994,-0.7769772820600003,-0.7769772820600003,-0.15185472870000002,0.8193647430600002,-298.66461119599995,Y
75,1.490663681,3.700987968,2.325851814,-0.6150203989999999,-0.301694158,-0.7789615790000001,-0.600949037,0.374580659,97.95956028,1.61677151214,3.6914728834799995,2.3606283902399996,-0.63545657364,-0.2907591710799999,-0.7769772820600003,-0.6338116026599999,0.38355757958,126.611251172,Y
76,-1.975834079,5.62460398,0.023787362000000003,0.599053874,0.20925947600000006,-0.301694158,-0.796622645,-0.149034089,-193.7037058,-1.95006696154,5.608295262260001,-0.004954343860000001,0.52007733798,0.25618945916,-0.2907591710799999,-0.7769772820600003,-0.15185472870000002,-212.41654965399997,Y
77,-2.405845992,5.377044203,1.0357198090000002,0.31888893,0.677668446,0.20925947600000006,-0.7789615790000001,-0.600949037,218.6357378,-2.3272016281800005,5.2953366848200005,1.05400266876,0.2478392171,0.6336044695799999,0.25618945916,-0.7769772820600003,-0.6338116026599999,239.88517412600007,Y
78,1.205171918,-1.6954350480000002,2.730157967,1.057831358,0.937681358,0.677668446,-0.301694158,-0.796622645,-66.85257170000001,1.19323682568,-1.7246441630800007,2.78167480958,1.1054437169199998,0.9633438481399998,0.6336044695799999,-0.2907591710799999,-0.7769772820600003,-68.10720640760002,Z
79,-2.250017206,6.333178818,0.858170439,0.069345844,0.8552679059999999,0.937681358,0.20925947600000006,-0.7789615790000001,-550.0182451000002,-2.3272016281800005,6.322451596980001,0.7497243585999999,0.0007660345800000001,0.8775436666399997,0.9633438481399998,0.25618945916,-0.7769772820600003,-577.213969362,X
80,-1.603017505,8.186781519,9.30783622,0.85508133,0.401214457,0.8552679059999999,0.677668446,-0.301694158,-320.8689705,-1.6818322232799998,8.3765440834,9.267293757479997,0.9261433095399998,0.38355757958,0.8775436666399997,0.6336044695799999,-0.2907591710799999,-298.66461119599995,X
81,-2.082909767,7.851488597999999,9.142153243,0.400749184,-0.062665511,0.401214457,0.937681358,0.20925947600000006,162.4055766,-2.1301729622399996,7.793678854300002,9.059493287499999,0.39206792046000005,-0.020389253180000007,0.38355757958,0.9633438481399998,0.25618945916,186.70562273200005,Y
82,1.10219696,4.632421612,2.05738458,-0.04735236,-0.593355279,-0.062665511,0.8552679059999999,0.677668446,-683.3857813999998,1.0779171222400001,4.50433250508,1.9876825876800004,0.0007660345800000001,-0.6338116026599999,-0.020389253180000007,0.8775436666399997,0.6336044695799999,-715.5353417239999,Z
83,-1.705016342,7.311071867000001,8.660086789,-1.323534722,-0.883993342,-0.593355279,0.401214457,0.937681358,237.3205205,-1.6818322232799998,7.251425385260002,8.717401946099997,-1.3375121307999998,-0.8651446633999998,-0.6338116026599999,0.38355757958,0.9633438481399998,239.88517412600007,X
84,0.778942125,4.086642737,2.22168754,-0.75190522,-0.762799515,-0.883993342,-0.062665511,0.8552679059999999,-756.9969675,0.77985944912,4.0616091248,2.1619140753600004,-0.79514995528,-0.7769772820600003,-0.8651446633999998,-0.020389253180000007,0.8775436666399997,-715.5353417239999,X
85,0.581454451,-1.889824062,3.00758315,-0.573580278,-0.394088221,-0.762799515,-0.593355279,0.401214457,-685.4814283,0.5149636194399999,-2.0479276162,2.95241298046,-0.63545657364,-0.41517308436,-0.7769772820600003,-0.6338116026599999,0.38355757958,-715.5353417239999,Y
86,-0.67772903,8.830836661000001,9.951643022999999,0.402438981,0.196262061,-0.394088221,-0.883993342,-0.062665511,-813.4448202000002,-0.7003827792799998,8.3765440834,9.842022214999997,0.39206792046000005,0.25618945916,-0.41517308436,-0.8651446633999998,-0.020389253180000007,-943.1153801020004,Z
87,-2.37715433,6.032841029,0.049688255999999986,1.239036603,0.648797388,0.196262061,-0.762799515,-0.593355279,441.8917595,-2.3272016281800005,6.031858448600001,-0.004954343860000001,1.363749327,0.6336044695799999,0.25618945916,-0.7769772820600003,-0.6338116026599999,457.077704838,Z
88,-2.248236005,6.138163432000001,0.618124076,1.6158052319999998,0.903603591,0.648797388,-0.394088221,-0.883993342,1091.957123,-2.3272016281800005,6.322451596980001,0.5357299240200001,1.8268703755800004,0.9160633092200001,0.6336044695799999,-0.41517308436,-0.8651446633999998,1035.081472388,Z
89,1.654742708,4.297844246,2.383829896,0.199251855,0.847088315,0.903603591,0.196262061,-0.762799515,306.1740609,1.61677151214,4.271888816540001,2.3606283902399996,0.2478392171,0.8193647430600002,0.9160633092200001,0.25618945916,-0.7769772820600003,303.780513964,X
90,-1.332831091,7.829457981,9.227890558,0.410798792,0.53854056,0.847088315,0.648797388,-0.394088221,120.0729477,-1.4539102583600003,7.793678854300002,9.267293757479997,0.39206792046000005,0.5217608463999999,0.8193647430600002,0.6336044695799999,-0.41517308436,126.611251172,Z
91,-2.769810322,5.8410973560000015,0.089187861,0.8467340320000001,-0.03013866,0.53854056,0.903603591,0.196262061,242.784421,-2.846823270960001,5.842006866880001,-0.004954343860000001,0.7819372666400004,-0.020389253180000007,0.5217608463999999,0.9160633092200001,0.25618945916,239.88517412600007,Z
92,0.034436234,-0.999483606,2.822163625,-1.192105744,-0.552280725,-0.03013866,0.847088315,0.648797388,-143.5498655,0.25848775547999997,-0.91171460048,2.78167480958,-1.1375013435199997,-0.5305038977,-0.020389253180000007,0.8193647430600002,0.6336044695799999,-139.849213036,Z
93,-2.833479576,6.32365174,-0.256705616,-1.274645785,-0.8211390540000001,-0.552280725,0.53854056,0.903603591,-451.735449,-2.846823270960001,6.322451596980001,-0.004954343860000001,-1.3375121307999998,-0.8216083811800001,-0.5305038977,0.5217608463999999,0.9160633092200001,-461.90655210599994,X
